-10000.0,159.55195008593878
-9000.0,152.5489132218097
-8000.0,142.81571600774527
-7000.0,134.5597991511659
-6000.0,123.22035005149684
-5000.0,113.40164575404015
-4000.0,101.72500007854228
-3000.0,87.84383236937288
-2000.0,71.62616531498482
-1000.0,50.42185680139298
-900.0,48.145281611099385
-800.0,45.773570601672134
-700.0,42.432341665244635
-600.0,39.40738444319976
-500.0,35.82370441019088
-400.0,32.198128762854196
-300.0,27.94183018753417
-200.0,22.835004215620884
-100.0,16.257810911361005
-95.0,15.866977572301852
-90.0,15.464982754534605
-85.0,14.961177273569753
-80.0,14.478102090084242
-75.0,14.010528675130791
-70.0,13.572189115599286
-65.0,13.122828700746087
-60.0,12.596592656366738
-55.0,12.047983582370858
-50.0,11.562280652882853
-45.0,10.929470228960728
-40.0,10.261384800691992
-35.0,9.631904250896001
-30.0,8.91995583200627
-25.0,8.120472270151932
-20.0,7.209509889380323
-15.0,6.090489962000824
-10.0,4.491034042936799
-9.0,3.9941348420897
-8.0,3.5196395291495817
-7.0,2.89462158482523
-6.0,2.2101822649743004
-5.0,1.344943485034646
